Assuming 9 as type relation
Loading files... 
  Starting train_nations.tsv
  Finished train_nations.tsv, still running: 0
Loaded 1592 facts in 46 ms using -3 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 4 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?b  dependent  ?h  ?h  intergovorgs3  ?a   => ?a  embassy  ?b	0.13	0.481481481	0.481481481	13	27	27	-1
?b  dependent  ?h  ?h  tourism  ?a   => ?a  embassy  ?b	0.13	0.541666667	0.541666667	13	24	24	-1
?h  commonbloc1  ?a  ?b  dependent  ?h   => ?a  embassy  ?b	0.13	0.464285714	0.464285714	13	28	28	-1
?h  blockpositionindex  ?a  ?b  dependent  ?h   => ?a  embassy  ?b	0.12	0.6	0.6	12	20	20	-1
?b  dependent  ?h  ?h  officialvisits  ?a   => ?a  embassy  ?b	0.1	0.769230769	0.769230769	10	13	13	-1
?b  dependent  ?h  ?h  reltourism  ?a   => ?a  embassy  ?b	0.12	0.48	0.48	12	25	25	-1
?b  dependent  ?h  ?h  exportbooks  ?a   => ?a  embassy  ?b	0.11	0.647058824	0.647058824	11	17	17	-1
?b  dependent  ?h  ?h  reltreaties  ?a   => ?a  embassy  ?b	0.11	0.6875	0.6875	11	16	16	-1
?h  commonbloc2  ?a  ?b  dependent  ?h   => ?a  embassy  ?b	0.1	0.714285714	0.714285714	10	14	14	-1
?h  commonbloc0  ?a  ?b  dependent  ?h   => ?a  embassy  ?b	0.1	0.555555556	0.555555556	10	18	18	-1
?b  dependent  ?h  ?h  pprotests  ?a   => ?a  embassy  ?b	0.09	0.692307692	0.692307692	9	13	13	-1
?b  dependent  ?h  ?h  tourism3  ?a   => ?a  embassy  ?b	0.08	0.533333333	0.533333333	8	15	15	-1
?b  dependent  ?h  ?h  negativebehavior  ?a   => ?a  embassy  ?b	0.08	0.666666667	0.666666667	8	12	12	-1
?b  dependent  ?h  ?h  militaryalliance  ?a   => ?a  embassy  ?b	0.08	0.8	0.8	8	10	10	-1
?b  dependent  ?h  ?h  relexports  ?a   => ?a  embassy  ?b	0.08	0.8	0.8	8	10	10	-1
?b  dependent  ?h  ?h  relngo  ?a   => ?a  embassy  ?b	0.07	0.7	0.7	7	10	10	-1
?b  dependent  ?h  ?h  eemigrants  ?a   => ?a  embassy  ?b	0.04	1	1	4	4	4	-1
?b  dependent  ?h  ?h  relintergovorgs  ?a   => ?a  embassy  ?b	0.07	0.636363636	0.636363636	7	11	11	-1
?b  dependent  ?h  ?h  reldiplomacy  ?a   => ?a  embassy  ?b	0.05	0.555555556	0.555555556	5	9	9	-1
?b  dependent  ?h  ?h  students  ?a   => ?a  embassy  ?b	0.04	1	1	4	4	4	-1
?b  dependent  ?h  ?h  exports3  ?a   => ?a  embassy  ?b	0.04	0.8	0.8	4	5	5	-1
?b  dependent  ?h  ?h  emigrants3  ?a   => ?a  embassy  ?b	0.04	1	1	4	4	4	-1
?h  booktranslations  ?a  ?b  dependent  ?h   => ?a  embassy  ?b	0.04	0.5	0.5	4	8	8	-1
?b  dependent  ?h  ?h  negativecomm  ?a   => ?a  embassy  ?b	0.04	0.8	0.8	4	5	5	-1
?b  dependent  ?h  ?h  relbooktranslations  ?a   => ?a  embassy  ?b	0.04	0.666666667	0.666666667	4	6	6	-1
?b  dependent  ?h  ?h  relemigrants  ?a   => ?a  embassy  ?b	0.04	1	1	4	4	4	-1
?b  dependent  ?h  ?h  nonviolentbehavior  ?a   => ?a  embassy  ?b	0.04	0.8	0.8	4	5	5	-1
?b  dependent  ?h  ?h  timesincewar  ?a   => ?a  embassy  ?b	0.04	0.363636364	0.363636364	4	11	11	-1
?b  dependent  ?h  ?h  warning  ?a   => ?a  embassy  ?b	0.03	1	1	3	3	3	-1
?b  dependent  ?h  ?h  militaryactions  ?a   => ?a  embassy  ?b	0.03	1	1	3	3	3	-1
?b  dependent  ?h  ?h  expeldiplomats  ?a   => ?a  embassy  ?b	0.03	0.75	0.75	3	4	4	-1
?b  dependent  ?h  ?h  releconomicaid  ?a   => ?a  embassy  ?b	0.03	0.375	0.375	3	8	8	-1
?h  accusation  ?a  ?b  dependent  ?h   => ?a  embassy  ?b	0.03	1	1	3	3	3	-1
?b  dependent  ?h  ?h  economicaid  ?a   => ?a  embassy  ?b	0.03	0.5	0.5	3	6	6	-1
?h  boycottembargo  ?a  ?b  dependent  ?h   => ?a  embassy  ?b	0.01	0.5	0.5	1	2	2	-1
?b  dependent  ?h  ?h  relstudents  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?h  aidenemy  ?a  ?b  dependent  ?h   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  dependent  ?h  ?a  relngo  ?h   => ?a  embassy  ?b	0.28	0.538461538	0.538461538	28	52	52	-1
?b  dependent  ?h  ?h  unoffialacts  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  dependent  ?h  ?a  relintergovorgs  ?h   => ?a  embassy  ?b	0.24	0.5	0.5	24	48	48	-1
?a  conferences  ?h  ?b  dependent  ?h   => ?a  embassy  ?b	0.24	0.705882353	0.705882353	24	34	34	-1
?b  dependent  ?h  ?a  intergovorgs3  ?h   => ?a  embassy  ?b	0.23	0.522727273	0.522727273	23	44	44	-1
?b  dependent  ?h  ?a  intergovorgs  ?h   => ?a  embassy  ?b	0.23	0.534883721	0.534883721	23	43	43	-1
?b  dependent  ?h  ?a  timesinceally  ?h   => ?a  embassy  ?b	0.21	0.538461538	0.538461538	21	39	39	-1
?b  dependent  ?h  ?a  reldiplomacy  ?h   => ?a  embassy  ?b	0.21	0.552631579	0.552631579	21	38	38	-1
?b  dependent  ?h  ?a  embassy  ?h   => ?a  embassy  ?b	0.2	0.555555556	0.555555556	20	36	36	-1
?b  dependent  ?h  ?a  unweightedunvote  ?h   => ?a  embassy  ?b	0.2	0.540540541	0.540540541	20	37	37	-1
?b  dependent  ?h  ?a  treaties  ?h   => ?a  embassy  ?b	0.19	0.527777778	0.527777778	19	36	36	-1
?b  dependent  ?h  ?a  independence  ?h   => ?a  embassy  ?b	0.19	0.59375	0.59375	19	32	32	-1
?a  booktranslations  ?h  ?b  dependent  ?h   => ?a  embassy  ?b	0.19	0.542857143	0.542857143	19	35	35	-1
?b  dependent  ?h  ?a  relexports  ?h   => ?a  embassy  ?b	0.18	0.642857143	0.642857143	18	28	28	-1
?b  dependent  ?h  ?a  weightedunvote  ?h   => ?a  embassy  ?b	0.16	0.421052632	0.421052632	16	38	38	-1
?b  dependent  ?h  ?a  ngoorgs3  ?h   => ?a  embassy  ?b	0.16	0.421052632	0.421052632	16	38	38	-1
?b  dependent  ?h  ?a  relbooktranslations  ?h   => ?a  embassy  ?b	0.16	0.516129032	0.516129032	16	31	31	-1
?b  dependent  ?h  ?a  reltreaties  ?h   => ?a  embassy  ?b	0.15	0.517241379	0.517241379	15	29	29	-1
?b  dependent  ?h  ?a  ngo  ?h   => ?a  embassy  ?b	0.15	0.5	0.5	15	30	30	-1
?a  blockpositionindex  ?h  ?b  dependent  ?h   => ?a  embassy  ?b	0.1	0.555555556	0.555555556	10	18	18	-1
?a  commonbloc1  ?h  ?b  dependent  ?h   => ?a  embassy  ?b	0.13	0.52	0.52	13	25	25	-1
?b  dependent  ?h  ?a  exports3  ?h   => ?a  embassy  ?b	0.12	0.444444444	0.444444444	12	27	27	-1
?b  dependent  ?h  ?a  reltourism  ?h   => ?a  embassy  ?b	0.07	0.777777778	0.777777778	7	9	9	-1
?a  commonbloc0  ?h  ?b  dependent  ?h   => ?a  embassy  ?b	0.1	0.526315789	0.526315789	10	19	19	-1
?a  commonbloc2  ?h  ?b  dependent  ?h   => ?a  embassy  ?b	0.09	0.818181818	0.818181818	9	11	11	-1
?b  dependent  ?h  ?a  tourism  ?h   => ?a  embassy  ?b	0.06	0.5	0.5	6	12	12	-1
?b  dependent  ?h  ?a  relexportbooks  ?h   => ?a  embassy  ?b	0.05	1	1	5	5	5	-1
?b  dependent  ?h  ?a  negativebehavior  ?h   => ?a  embassy  ?b	0.06	0.461538462	0.461538462	6	13	13	-1
?b  dependent  ?h  ?a  exportbooks  ?h   => ?a  embassy  ?b	0.06	0.857142857	0.857142857	6	7	7	-1
?b  dependent  ?h  ?a  students  ?h   => ?a  embassy  ?b	0.05	0.555555556	0.555555556	5	9	9	-1
?b  dependent  ?h  ?a  tourism3  ?h   => ?a  embassy  ?b	0.05	0.555555556	0.555555556	5	9	9	-1
?a  boycottembargo  ?h  ?b  dependent  ?h   => ?a  embassy  ?b	0.05	0.625	0.625	5	8	8	-1
?b  dependent  ?h  ?a  officialvisits  ?h   => ?a  embassy  ?b	0.05	0.454545455	0.454545455	5	11	11	-1
?b  dependent  ?h  ?a  relstudents  ?h   => ?a  embassy  ?b	0.05	0.555555556	0.555555556	5	9	9	-1
?b  dependent  ?h  ?a  timesincewar  ?h   => ?a  embassy  ?b	0.04	0.363636364	0.363636364	4	11	11	-1
?a  dependent  ?h  ?b  dependent  ?h   => ?a  embassy  ?b	0.04	0.363636364	0.363636364	4	11	11	-1
?b  dependent  ?h  ?a  militaryalliance  ?h   => ?a  embassy  ?b	0.04	0.666666667	0.666666667	4	6	6	-1
?b  dependent  ?h  ?a  emigrants3  ?h   => ?a  embassy  ?b	0.03	1	1	3	3	3	-1
?b  dependent  ?h  ?a  nonviolentbehavior  ?h   => ?a  embassy  ?b	0.03	0.75	0.75	3	4	4	-1
?b  dependent  ?h  ?a  duration  ?h   => ?a  embassy  ?b	0.03	1	1	3	3	3	-1
?a  accusation  ?h  ?b  dependent  ?h   => ?a  embassy  ?b	0.03	0.6	0.6	3	5	5	-1
?b  dependent  ?h  ?a  pprotests  ?h   => ?a  embassy  ?b	0.03	0.6	0.6	3	5	5	-1
?b  dependent  ?h  ?a  eemigrants  ?h   => ?a  embassy  ?b	0.03	1	1	3	3	3	-1
?b  dependent  ?h  ?a  negativecomm  ?h   => ?a  embassy  ?b	0.02	0.4	0.4	2	5	5	-1
?b  dependent  ?h  ?a  severdiplomatic  ?h   => ?a  embassy  ?b	0.01	0.333333333	0.333333333	1	3	3	-1
?b  dependent  ?h  ?a  expeldiplomats  ?h   => ?a  embassy  ?b	0.01	0.25	0.25	1	4	4	-1
?b  boycottembargo  ?h  ?h  embassy  ?a   => ?a  embassy  ?b	0.26	0.490566038	0.490566038	26	53	53	-1
?b  boycottembargo  ?h  ?h  timesinceally  ?a   => ?a  embassy  ?b	0.2	0.606060606	0.606060606	20	33	33	-1
?b  boycottembargo  ?h  ?h  conferences  ?a   => ?a  embassy  ?b	0.25	0.641025641	0.641025641	25	39	39	-1
?b  boycottembargo  ?h  ?h  intergovorgs  ?a   => ?a  embassy  ?b	0.22	0.55	0.55	22	40	40	-1
?b  boycottembargo  ?h  ?h  independence  ?a   => ?a  embassy  ?b	0.2	0.5	0.5	20	40	40	-1
?b  boycottembargo  ?h  ?h  intergovorgs3  ?a   => ?a  embassy  ?b	0.21	0.636363636	0.636363636	21	33	33	-1
?b  boycottembargo  ?h  ?h  treaties  ?a   => ?a  embassy  ?b	0.19	0.542857143	0.542857143	19	35	35	-1
?b  boycottembargo  ?h  ?h  ngo  ?a   => ?a  embassy  ?b	0.19	0.575757576	0.575757576	19	33	33	-1
?h  blockpositionindex  ?a  ?b  boycottembargo  ?h   => ?a  embassy  ?b	0.18	0.473684211	0.473684211	18	38	38	-1
?b  boycottembargo  ?h  ?h  ngoorgs3  ?a   => ?a  embassy  ?b	0.18	0.620689655	0.620689655	18	29	29	-1
?b  boycottembargo  ?h  ?h  weightedunvote  ?a   => ?a  embassy  ?b	0.16	0.457142857	0.457142857	16	35	35	-1
?b  boycottembargo  ?h  ?h  commonbloc1  ?a   => ?a  embassy  ?b	0.17	0.472222222	0.472222222	17	36	36	-1
?b  boycottembargo  ?h  ?h  unweightedunvote  ?a   => ?a  embassy  ?b	0.16	0.571428571	0.571428571	16	28	28	-1
?b  boycottembargo  ?h  ?h  reldiplomacy  ?a   => ?a  embassy  ?b	0.15	0.681818182	0.681818182	15	22	22	-1
?b  boycottembargo  ?h  ?h  reltourism  ?a   => ?a  embassy  ?b	0.14	0.56	0.56	14	25	25	-1
?b  boycottembargo  ?h  ?h  relngo  ?a   => ?a  embassy  ?b	0.14	0.583333333	0.583333333	14	24	24	-1
?b  boycottembargo  ?h  ?h  relintergovorgs  ?a   => ?a  embassy  ?b	0.14	0.608695652	0.608695652	14	23	23	-1
?b  boycottembargo  ?h  ?h  commonbloc2  ?a   => ?a  embassy  ?b	0.13	0.619047619	0.619047619	13	21	21	-1
?b  boycottembargo  ?h  ?h  officialvisits  ?a   => ?a  embassy  ?b	0.13	0.565217391	0.565217391	13	23	23	-1
?b  boycottembargo  ?h  ?h  reltreaties  ?a   => ?a  embassy  ?b	0.12	0.52173913	0.52173913	12	23	23	-1
?b  boycottembargo  ?h  ?h  tourism3  ?a   => ?a  embassy  ?b	0.1	0.769230769	0.769230769	10	13	13	-1
?b  boycottembargo  ?h  ?h  tourism  ?a   => ?a  embassy  ?b	0.11	0.47826087	0.47826087	11	23	23	-1
?b  boycottembargo  ?h  ?h  relexports  ?a   => ?a  embassy  ?b	0.11	0.611111111	0.611111111	11	18	18	-1
?b  boycottembargo  ?h  ?h  militaryalliance  ?a   => ?a  embassy  ?b	0.1	0.588235294	0.588235294	10	17	17	-1
?b  boycottembargo  ?h  ?h  negativebehavior  ?a   => ?a  embassy  ?b	0.1	0.434782609	0.434782609	10	23	23	-1
?b  boycottembargo  ?h  ?h  economicaid  ?a   => ?a  embassy  ?b	0.09	0.529411765	0.529411765	9	17	17	-1
?b  boycottembargo  ?h  ?h  commonbloc0  ?a   => ?a  embassy  ?b	0.09	0.473684211	0.473684211	9	19	19	-1
?b  boycottembargo  ?h  ?h  relexportbooks  ?a   => ?a  embassy  ?b	0.09	0.473684211	0.473684211	9	19	19	-1
?b  boycottembargo  ?h  ?h  releconomicaid  ?a   => ?a  embassy  ?b	0.09	0.5625	0.5625	9	16	16	-1
?b  boycottembargo  ?h  ?h  exportbooks  ?a   => ?a  embassy  ?b	0.08	0.444444444	0.444444444	8	18	18	-1
?h  booktranslations  ?a  ?b  boycottembargo  ?h   => ?a  embassy  ?b	0.07	0.583333333	0.583333333	7	12	12	-1
?b  boycottembargo  ?h  ?h  students  ?a   => ?a  embassy  ?b	0.04	0.571428571	0.571428571	4	7	7	-1
?b  boycottembargo  ?h  ?h  nonviolentbehavior  ?a   => ?a  embassy  ?b	0.05	0.384615385	0.384615385	5	13	13	-1
?b  boycottembargo  ?h  ?h  timesincewar  ?a   => ?a  embassy  ?b	0.05	0.357142857	0.357142857	5	14	14	-1
?b  boycottembargo  ?h  ?h  pprotests  ?a   => ?a  embassy  ?b	0.05	0.357142857	0.357142857	5	14	14	-1
?b  boycottembargo  ?h  ?h  relstudents  ?a   => ?a  embassy  ?b	0.04	0.8	0.8	4	5	5	-1
?b  boycottembargo  ?h  ?h  exports3  ?a   => ?a  embassy  ?b	0.04	0.5	0.5	4	8	8	-1
?b  boycottembargo  ?h  ?h  negativecomm  ?a   => ?a  embassy  ?b	0.04	0.307692308	0.307692308	4	13	13	-1
?h  boycottembargo  ?a  ?b  boycottembargo  ?h   => ?a  embassy  ?b	0.04	0.4	0.4	4	10	10	-1
?b  boycottembargo  ?h  ?h  duration  ?a   => ?a  embassy  ?b	0.02	0.5	0.5	2	4	4	-1
?b  boycottembargo  ?h  ?h  relbooktranslations  ?a   => ?a  embassy  ?b	0.03	0.428571429	0.428571429	3	7	7	-1
?b  boycottembargo  ?h  ?h  emigrants3  ?a   => ?a  embassy  ?b	0.03	0.75	0.75	3	4	4	-1
?b  boycottembargo  ?h  ?h  eemigrants  ?a   => ?a  embassy  ?b	0.03	0.75	0.75	3	4	4	-1
?b  boycottembargo  ?h  ?h  dependent  ?a   => ?a  embassy  ?b	0.01	0.5	0.5	1	2	2	-1
?b  boycottembargo  ?h  ?h  militaryactions  ?a   => ?a  embassy  ?b	0.02	0.5	0.5	2	4	4	-1
?b  boycottembargo  ?h  ?h  expeldiplomats  ?a   => ?a  embassy  ?b	0.02	0.4	0.4	2	5	5	-1
?b  boycottembargo  ?h  ?h  violentactions  ?a   => ?a  embassy  ?b	0.01	0.333333333	0.333333333	1	3	3	-1
?b  boycottembargo  ?h  ?h  relemigrants  ?a   => ?a  embassy  ?b	0.01	0.5	0.5	1	2	2	-1
?b  boycottembargo  ?h  ?h  severdiplomatic  ?a   => ?a  embassy  ?b	0.01	0.5	0.5	1	2	2	-1
?b  boycottembargo  ?h  ?h  warning  ?a   => ?a  embassy  ?b	0.01	0.5	0.5	1	2	2	-1
?h  accusation  ?a  ?b  boycottembargo  ?h   => ?a  embassy  ?b	0.01	0.1	0.1	1	10	10	-1
?b  boycottembargo  ?h  ?a  conferences  ?h   => ?a  embassy  ?b	0.25	0.595238095	0.595238095	25	42	42	-1
?b  boycottembargo  ?h  ?a  embassy  ?h   => ?a  embassy  ?b	0.27	0.551020408	0.551020408	27	49	49	-1
?b  boycottembargo  ?h  ?a  intergovorgs3  ?h   => ?a  embassy  ?b	0.25	0.568181818	0.568181818	25	44	44	-1
?b  boycottembargo  ?h  ?a  intergovorgs  ?h   => ?a  embassy  ?b	0.23	0.56097561	0.56097561	23	41	41	-1
?a  blockpositionindex  ?h  ?b  boycottembargo  ?h   => ?a  embassy  ?b	0.21	0.525	0.525	21	40	40	-1
?b  boycottembargo  ?h  ?a  relngo  ?h   => ?a  embassy  ?b	0.21	0.488372093	0.488372093	21	43	43	-1
?b  boycottembargo  ?h  ?a  reltreaties  ?h   => ?a  embassy  ?b	0.2	0.625	0.625	20	32	32	-1
?b  boycottembargo  ?h  ?a  timesinceally  ?h   => ?a  embassy  ?b	0.2	0.476190476	0.476190476	20	42	42	-1
?b  boycottembargo  ?h  ?a  relexports  ?h   => ?a  embassy  ?b	0.19	0.633333333	0.633333333	19	30	30	-1
?b  boycottembargo  ?h  ?a  treaties  ?h   => ?a  embassy  ?b	0.19	0.513513514	0.513513514	19	37	37	-1
?a  booktranslations  ?h  ?b  boycottembargo  ?h   => ?a  embassy  ?b	0.18	0.486486486	0.486486486	18	37	37	-1
?b  boycottembargo  ?h  ?a  relintergovorgs  ?h   => ?a  embassy  ?b	0.18	0.461538462	0.461538462	18	39	39	-1
?b  boycottembargo  ?h  ?a  ngo  ?h   => ?a  embassy  ?b	0.18	0.5625	0.5625	18	32	32	-1
?b  boycottembargo  ?h  ?a  independence  ?h   => ?a  embassy  ?b	0.18	0.5	0.5	18	36	36	-1
?b  boycottembargo  ?h  ?a  exports3  ?h   => ?a  embassy  ?b	0.18	0.620689655	0.620689655	18	29	29	-1
?b  boycottembargo  ?h  ?a  commonbloc1  ?h   => ?a  embassy  ?b	0.18	0.5	0.5	18	36	36	-1
?b  boycottembargo  ?h  ?a  ngoorgs3  ?h   => ?a  embassy  ?b	0.17	0.5	0.5	17	34	34	-1
?b  boycottembargo  ?h  ?a  reldiplomacy  ?h   => ?a  embassy  ?b	0.17	0.485714286	0.485714286	17	35	35	-1
?b  boycottembargo  ?h  ?a  weightedunvote  ?h   => ?a  embassy  ?b	0.16	0.484848485	0.484848485	16	33	33	-1
?b  boycottembargo  ?h  ?a  unweightedunvote  ?h   => ?a  embassy  ?b	0.15	0.535714286	0.535714286	15	28	28	-1
?b  boycottembargo  ?h  ?a  relbooktranslations  ?h   => ?a  embassy  ?b	0.15	0.428571429	0.428571429	15	35	35	-1
?b  boycottembargo  ?h  ?a  commonbloc2  ?h   => ?a  embassy  ?b	0.1	0.555555556	0.555555556	10	18	18	-1
?b  boycottembargo  ?h  ?a  officialvisits  ?h   => ?a  embassy  ?b	0.13	0.684210526	0.684210526	13	19	19	-1
?b  boycottembargo  ?h  ?a  tourism  ?h   => ?a  embassy  ?b	0.12	0.666666667	0.666666667	12	18	18	-1
?b  boycottembargo  ?h  ?a  students  ?h   => ?a  embassy  ?b	0.12	0.6	0.6	12	20	20	-1
?b  boycottembargo  ?h  ?a  eemigrants  ?h   => ?a  embassy  ?b	0.1	0.555555556	0.555555556	10	18	18	-1
?b  boycottembargo  ?h  ?a  negativebehavior  ?h   => ?a  embassy  ?b	0.1	0.434782609	0.434782609	10	23	23	-1
?b  boycottembargo  ?h  ?a  emigrants3  ?h   => ?a  embassy  ?b	0.09	0.642857143	0.642857143	9	14	14	-1
?b  boycottembargo  ?h  ?a  tourism3  ?h   => ?a  embassy  ?b	0.09	0.75	0.75	9	12	12	-1
?b  boycottembargo  ?h  ?a  relstudents  ?h   => ?a  embassy  ?b	0.09	0.5	0.5	9	18	18	-1
?b  boycottembargo  ?h  ?a  commonbloc0  ?h   => ?a  embassy  ?b	0.09	0.5	0.5	9	18	18	-1
?b  boycottembargo  ?h  ?a  militaryalliance  ?h   => ?a  embassy  ?b	0.09	0.642857143	0.642857143	9	14	14	-1
?b  boycottembargo  ?h  ?a  nonviolentbehavior  ?h   => ?a  embassy  ?b	0.09	0.5	0.5	9	18	18	-1
?a  accusation  ?h  ?b  boycottembargo  ?h   => ?a  embassy  ?b	0.08	0.444444444	0.444444444	8	18	18	-1
?b  boycottembargo  ?h  ?a  negativecomm  ?h   => ?a  embassy  ?b	0.08	0.5	0.5	8	16	16	-1
?b  boycottembargo  ?h  ?a  pprotests  ?h   => ?a  embassy  ?b	0.07	0.466666667	0.466666667	7	15	15	-1
?b  boycottembargo  ?h  ?a  relemigrants  ?h   => ?a  embassy  ?b	0.07	0.7	0.7	7	10	10	-1
?b  boycottembargo  ?h  ?a  relexportbooks  ?h   => ?a  embassy  ?b	0.05	0.714285714	0.714285714	5	7	7	-1
?b  boycottembargo  ?h  ?a  reltourism  ?h   => ?a  embassy  ?b	0.07	0.636363636	0.636363636	7	11	11	-1
?b  boycottembargo  ?h  ?a  exportbooks  ?h   => ?a  embassy  ?b	0.06	0.75	0.75	6	8	8	-1
?b  boycottembargo  ?h  ?a  timesincewar  ?h   => ?a  embassy  ?b	0.04	0.333333333	0.333333333	4	12	12	-1
?b  boycottembargo  ?h  ?a  expeldiplomats  ?h   => ?a  embassy  ?b	0.04	0.5	0.5	4	8	8	-1
?b  boycottembargo  ?h  ?a  dependent  ?h   => ?a  embassy  ?b	0.04	0.5	0.5	4	8	8	-1
?a  boycottembargo  ?h  ?b  boycottembargo  ?h   => ?a  embassy  ?b	0.03	0.272727273	0.272727273	3	11	11	-1
?b  boycottembargo  ?h  ?a  warning  ?h   => ?a  embassy  ?b	0.02	0.666666667	0.666666667	2	3	3	-1
?b  boycottembargo  ?h  ?a  militaryactions  ?h   => ?a  embassy  ?b	0.02	0.666666667	0.666666667	2	3	3	-1
?b  boycottembargo  ?h  ?a  duration  ?h   => ?a  embassy  ?b	0.02	0.5	0.5	2	4	4	-1
?b  boycottembargo  ?h  ?a  lostterritory  ?h   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?b  boycottembargo  ?h  ?a  unoffialacts  ?h   => ?a  embassy  ?b	0.02	0.4	0.4	2	5	5	-1
?a  aidenemy  ?h  ?b  boycottembargo  ?h   => ?a  embassy  ?b	0.01	0.25	0.25	1	4	4	-1
?b  boycottembargo  ?h  ?a  violentactions  ?h   => ?a  embassy  ?b	0.01	0.5	0.5	1	2	2	-1
?a  attackembassy  ?h  ?b  boycottembargo  ?h   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?h  intergovorgs  ?a  ?b  relemigrants  ?h   => ?a  embassy  ?b	0.23	0.511111111	0.511111111	23	45	45	-1
?h  embassy  ?a  ?b  relemigrants  ?h   => ?a  embassy  ?b	0.22	0.488888889	0.488888889	22	45	45	-1
?h  ngo  ?a  ?b  relemigrants  ?h   => ?a  embassy  ?b	0.21	0.525	0.525	21	40	40	-1
?b  relemigrants  ?h  ?h  treaties  ?a   => ?a  embassy  ?b	0.2	0.5	0.5	20	40	40	-1
?h  conferences  ?a  ?b  relemigrants  ?h   => ?a  embassy  ?b	0.19	0.475	0.475	19	40	40	-1
?h  blockpositionindex  ?a  ?b  relemigrants  ?h   => ?a  embassy  ?b	0.18	0.45	0.45	18	40	40	-1
?h  intergovorgs3  ?a  ?b  relemigrants  ?h   => ?a  embassy  ?b	0.17	0.485714286	0.485714286	17	35	35	-1
?b  relemigrants  ?h  ?h  tourism  ?a   => ?a  embassy  ?b	0.15	0.5	0.5	15	30	30	-1
?h  independence  ?a  ?b  relemigrants  ?h   => ?a  embassy  ?b	0.15	0.428571429	0.428571429	15	35	35	-1
?h  negativebehavior  ?a  ?b  relemigrants  ?h   => ?a  embassy  ?b	0.15	0.5	0.5	15	30	30	-1
?h  commonbloc1  ?a  ?b  relemigrants  ?h   => ?a  embassy  ?b	0.13	0.433333333	0.433333333	13	30	30	-1
?b  relemigrants  ?h  ?h  relngo  ?a   => ?a  embassy  ?b	0.12	0.48	0.48	12	25	25	-1
?b  relemigrants  ?h  ?h  reltourism  ?a   => ?a  embassy  ?b	0.12	0.48	0.48	12	25	25	-1
?h  officialvisits  ?a  ?b  relemigrants  ?h   => ?a  embassy  ?b	0.11	0.44	0.44	11	25	25	-1
?h  releconomicaid  ?a  ?b  relemigrants  ?h   => ?a  embassy  ?b	0.11	0.44	0.44	11	25	25	-1
?h  economicaid  ?a  ?b  relemigrants  ?h   => ?a  embassy  ?b	0.11	0.44	0.44	11	25	25	-1
?b  relemigrants  ?h  ?h  weightedunvote  ?a   => ?a  embassy  ?b	0.11	0.366666667	0.366666667	11	30	30	-1
?h  exportbooks  ?a  ?b  relemigrants  ?h   => ?a  embassy  ?b	0.1	0.4	0.4	10	25	25	-1
?b  relemigrants  ?h  ?h  timesinceally  ?a   => ?a  embassy  ?b	0.1	0.4	0.4	10	25	25	-1
?h  militaryalliance  ?a  ?b  relemigrants  ?h   => ?a  embassy  ?b	0.1	0.5	0.5	10	20	20	-1
?h  negativecomm  ?a  ?b  relemigrants  ?h   => ?a  embassy  ?b	0.1	0.5	0.5	10	20	20	-1
?h  ngoorgs3  ?a  ?b  relemigrants  ?h   => ?a  embassy  ?b	0.09	0.6	0.6	9	15	15	-1
?h  booktranslations  ?a  ?b  relemigrants  ?h   => ?a  embassy  ?b	0.09	0.6	0.6	9	15	15	-1
?h  commonbloc0  ?a  ?b  relemigrants  ?h   => ?a  embassy  ?b	0.08	0.533333333	0.533333333	8	15	15	-1
?b  relemigrants  ?h  ?h  relexportbooks  ?a   => ?a  embassy  ?b	0.08	0.4	0.4	8	20	20	-1
?h  boycottembargo  ?a  ?b  relemigrants  ?h   => ?a  embassy  ?b	0.07	0.466666667	0.466666667	7	15	15	-1
?b  relemigrants  ?h  ?h  relintergovorgs  ?a   => ?a  embassy  ?b	0.06	0.4	0.4	6	15	15	-1
?h  commonbloc2  ?a  ?b  relemigrants  ?h   => ?a  embassy  ?b	0.06	0.4	0.4	6	15	15	-1
?h  nonviolentbehavior  ?a  ?b  relemigrants  ?h   => ?a  embassy  ?b	0.06	0.6	0.6	6	10	10	-1
?b  relemigrants  ?h  ?h  relexports  ?a   => ?a  embassy  ?b	0.06	0.4	0.4	6	15	15	-1
?h  pprotests  ?a  ?b  relemigrants  ?h   => ?a  embassy  ?b	0.05	0.5	0.5	5	10	10	-1
?b  relemigrants  ?h  ?h  timesincewar  ?a   => ?a  embassy  ?b	0.05	0.5	0.5	5	10	10	-1
?h  accusation  ?a  ?b  relemigrants  ?h   => ?a  embassy  ?b	0.05	0.5	0.5	5	10	10	-1
